"STATION","NAME","DATE","AWND","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5"
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-10",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-11",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-12",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-13",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-14",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-15",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-16",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-17",,,,"2.46",,,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-18",,,,"0.06",,,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-19",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-20",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-21",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-22",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-23",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-24",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-25",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-26",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-27",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-28",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-29",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-30",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-31",,,,"0.09",,,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-01",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-02",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-03",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-04",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-05",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-06",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-07",,,,"0.02",,,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-08",,,,"0.08",,,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-09",,,,"0.01",,,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-10",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-11",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-12",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-13",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-14",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-15",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-16",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-04-17",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-01",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-02",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-03",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-04",,,,"0.02",,,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-05",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-06",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-07",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-08",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-09",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-10",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-11",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-12",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-13",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-14",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-15",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-16",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-17",,,,"2.00",,,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-18",,,,"0.05",,,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-19",,,,"0.02",,,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-20",,,,"0.00",,,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-21",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-22",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-23",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-24",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-25",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-26",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-27",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-28",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-29",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-30",,,,"0.00",,,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-03-31",,,,"0.15",,,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-04-01",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-04-02",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-04-03",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-04-04",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-04-05",,,,"0.04",,,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-04-06",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-04-07",,,,"0.00",,,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-04-08",,,,"0.11",,,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-04-09",,,,"0.03",,,,,,,,,,,,
"US1FLMN0073","KEY WEST 2.8 ENE, FL US","2026-04-10",,,,"0.00",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-01",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-02",,,,"0.03",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-03",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-04",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-05",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-06",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-07",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-08",,,,"0.33",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-09",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-10",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-11",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-12",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-13",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-14",,,,"0.50",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-15",,,,"0.38",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-16",,,,"0.06",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-17",,,,"1.87",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-18",,,,"2.92",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-19",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-20",,,,"0.13",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-21",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-22",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-23",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-24",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-25",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-26",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-27",,,,"0.00",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-28",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-29",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-30",,,,"0.00",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-03-31",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-01",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-02",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-03",,,,"0.01",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-04",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-05",,,,"0.04",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-07",,,,"0.14",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-08",,,,"0.06",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-09",,,,"0.03",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-10",,,,"0.00",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-11",,,,"0.00",,,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-12",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-13",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-14",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-15",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-16",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","2026-04-17",,,,"0.00","0.0",,,,,,,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-01",,,,"0.00",,,,"79","69","73",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-02",,,,"0.00",,,,"84","72","73",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-03",,,,"0.00",,,,"85","71","74",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-04",,,,"0.07",,,,"85","72","75",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-05",,,,"0.00",,,,"85","73","76",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-06",,,,"0.00",,,,"85","75","75",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-07",,,,"0.00",,,,"85","75","76",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-08",,,,"0.00",,,,"86","75","75",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-09",,,,"0.00",,,,"86","74","75",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-10",,,,"0.00",,,,"86","73","76",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-11",,,,"0.00",,,,"85","75","76",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-12",,,,"0.00",,,,"84","75","75",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-13",,,,"0.00",,,,"84","73","75",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-14",,,,"0.00",,,,"84","72","76",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-15",,,,"0.00",,,,"84","75","77",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-16",,,,"0.69",,,,"84","69","69",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-17",,,,"1.62",,,,"72","63","64",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-18",,,,"0.02",,,,"67","62","67",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-19",,,,"0.00",,,,"73","65","68",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-20",,,,"0.00",,,,"74","66","68",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-21",,,,"0.00",,,,"75","66","68",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-22",,,,"0.00",,,,"76","66","66",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-23",,,,"0.00",,,,"76","62","69",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-24",,,,"0.00",,,,"76","64","70",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-25",,,,"0.00",,,,"82","69","69",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-26",,,,"0.00",,,,"83","69","73",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-27",,,,"0.00",,,,"84","71","72",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-28",,,,"0.00",,,,"81","72","74",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-29",,,,"0.00",,,,"85","72","74",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-30",,,,"0.02",,,,"83","71","73",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-03-31",,,,"0.00",,,,"83","73","74",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-01",,,,"0.00",,,,"83","73","75",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-03",,,,"0.00",,,,"84","75","76",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-04",,,,"0.00",,,,"84","74","75",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-05",,,,"0.00",,,,"85","74","75",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-06",,,,"0.00",,,,"83","72","75",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-07",,,,"0.01",,,,"83","72","74",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-08",,,,"0.29",,,,"81","72","73",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-09",,,,"0.01",,,,"84","73","74",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-10",,,,"0.00",,,,"85","73","73",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-11",,,,"0.00",,,,"83","71","73",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-12",,,,"0.00",,,,"84","71","73",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-13",,,,"0.00",,,,"83","70","73",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-14",,,,"0.00",,,,"85","72","73",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-15",,,,"0.00",,,,"85","71","73",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-16",,,,"0.00",,,,"83","71","72",,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","2026-04-17",,,,"0.00",,,,"81","71","74",,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-01",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-02",,,,"0.02",,,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-03",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-04",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-05",,,,"0.10",,,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-06",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-08",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-09",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-11",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-12",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-13",,,,"0.05",,,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-14",,,,"0.11",,,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-15",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-16",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-17",,,,"2.80",,,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-18",,,,"0.04",,,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-19",,,,"0.02",,,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-20",,,,"0.01",,,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-22",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-24",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-25",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-26",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-27",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-29",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-30",,,,"0.06",,,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-03-31",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-04-01",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-04-02",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-04-04",,,,"0.32",,,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-04-06",,,,"0.19",,,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-04-07",,,,"0.08",,,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-04-08",,,,"0.09",,,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-04-09",,,,"0.11",,,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-04-12",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-04-14",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-04-15",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-04-16",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0039","ISLAMORADA 7.8 SW, FL US","2026-04-17",,,,"0.01",,,,,,,,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-01",,,,"0.00",,,,"82","67","77",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-02",,,,"0.17",,,,"81","70","77",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-03",,,,"0.00",,,,"79","74","77",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-04",,,,"0.01",,,,"80","74","78",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-05",,,,"0.01",,,,"79","70","70",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-06",,,,"0.18",,,,"82","54","77",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-07",,,,"0.01",,,,"81","53","78",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-08",,,,"0.00",,,,"82","48","69",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-09",,,,"0.00",,,,"83","50","78",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-10",,,,"0.00",,,,"83","76","79",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-11",,,,"0.00",,,,"83","76","78",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-12",,,,"0.00",,,,"83","76","79",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-13",,,,"0.05",,,,"85","70","77",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-14",,,,"0.14",,,,"84","72","73",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-16",,,,"0.90",,,,"80","64","79",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-17",,,,"1.90",,,,"84","64","70",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-18",,,,"1.14",,,,"72","48","60",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-19",,,,"0.09",,,,"74","48","65",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-20",,,,"0.09",,,,"74","62","64",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-21",,,,"0.01",,,,"78","63","65",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-22",,,,"0.00",,,,"77","62","69",,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","2026-03-23",,,,"0.00",,,,"78","62","69",,,,,,
